Sample_ID,Diagnosis,Gene,Expression
167,Healthy,Gene_818,0.023068
167,Healthy,Gene_84,0.463035
167,Healthy,Gene_850,0.160135
167,Healthy,Gene_916,0.675508
167,Healthy,Gene_969,0.086633
168,ALL,Gene_149,0.924392
168,ALL,Gene_187,0.626132
168,ALL,Gene_244,0.397593
168,ALL,Gene_285,0.608974
168,ALL,Gene_354,0.523623
168,ALL,Gene_366,0.434633
168,ALL,Gene_367,0.407551
168,ALL,Gene_482,0.062232
168,ALL,Gene_521,0.058921
168,ALL,Gene_588,0.755283
168,ALL,Gene_607,0.172759
168,ALL,Gene_646,0.971465
168,ALL,Gene_650,0.05315
168,ALL,Gene_781,0.556391
168,ALL,Gene_816,0.437273
168,ALL,Gene_818,0.856885
168,ALL,Gene_84,0.596003
168,ALL,Gene_850,0.835442
168,ALL,Gene_916,0.621659
168,ALL,Gene_969,0.233198
169,ALL,Gene_149,0.576311
169,ALL,Gene_187,0.380918
169,ALL,Gene_244,0.289822
169,ALL,Gene_285,0.72996
169,ALL,Gene_354,0.69843
169,ALL,Gene_366,0.6764
169,ALL,Gene_367,0.057069
169,ALL,Gene_482,0.086491
169,ALL,Gene_521,0.506997
169,ALL,Gene_588,0.737235
169,ALL,Gene_607,0.617179
169,ALL,Gene_646,0.160437
169,ALL,Gene_650,0.34687
169,ALL,Gene_781,0.618464
169,ALL,Gene_816,0.437855
169,ALL,Gene_818,0.703685
169,ALL,Gene_84,0.465751
169,ALL,Gene_850,0.707194
169,ALL,Gene_916,0.214123
169,ALL,Gene_969,0.899933
170,Healthy,Gene_149,0.794855
170,Healthy,Gene_187,0.491492
170,Healthy,Gene_244,0.754613
170,Healthy,Gene_285,0.078928
170,Healthy,Gene_354,0.071547
170,Healthy,Gene_366,0.892368
170,Healthy,Gene_367,0.586903
170,Healthy,Gene_482,0.870563
170,Healthy,Gene_521,0.987591
170,Healthy,Gene_588,0.194428
170,Healthy,Gene_607,0.569486
170,Healthy,Gene_646,0.991191
170,Healthy,Gene_650,0.017439
170,Healthy,Gene_781,0.41407
170,Healthy,Gene_816,0.234896
170,Healthy,Gene_818,0.157892
170,Healthy,Gene_84,0.692423
170,Healthy,Gene_850,0.030444
170,Healthy,Gene_916,0.619974
170,Healthy,Gene_969,0.4875
171,ALL,Gene_149,0.654217
171,ALL,Gene_187,0.428072
171,ALL,Gene_244,0.672586
171,ALL,Gene_285,0.936696
171,ALL,Gene_354,0.124068
171,ALL,Gene_366,0.261946
171,ALL,Gene_367,0.666015
171,ALL,Gene_482,0.739898
171,ALL,Gene_521,0.207562
171,ALL,Gene_588,0.369898
171,ALL,Gene_607,0.497225
171,ALL,Gene_646,0.326913
171,ALL,Gene_650,0.929461
171,ALL,Gene_781,0.317052
171,ALL,Gene_816,0.399783
171,ALL,Gene_818,0.076566
171,ALL,Gene_84,0.605532
171,ALL,Gene_850,0.998617
171,ALL,Gene_916,0.29662
171,ALL,Gene_969,0.649818
172,Healthy,Gene_149,0.143522
172,Healthy,Gene_187,0.727939
172,Healthy,Gene_244,0.538999
172,Healthy,Gene_285,0.613405
172,Healthy,Gene_354,0.072609
172,Healthy,Gene_366,0.207671
172,Healthy,Gene_367,0.444187
172,Healthy,Gene_482,0.652028
172,Healthy,Gene_521,0.637451
172,Healthy,Gene_588,0.065004
172,Healthy,Gene_607,0.747853
172,Healthy,Gene_646,0.531736
172,Healthy,Gene_650,0.82476
172,Healthy,Gene_781,0.145403
172,Healthy,Gene_816,0.828957
172,Healthy,Gene_818,0.56703
172,Healthy,Gene_84,0.634206
172,Healthy,Gene_850,0.416354
172,Healthy,Gene_916,0.975262
172,Healthy,Gene_969,0.666301
173,AML,Gene_149,0.713956
173,AML,Gene_187,0.37215
173,AML,Gene_244,0.597881
173,AML,Gene_285,0.599804
173,AML,Gene_354,0.84276
173,AML,Gene_366,0.743613
173,AML,Gene_367,0.770331
173,AML,Gene_482,0.54254
173,AML,Gene_521,0.073728
173,AML,Gene_588,0.810088
173,AML,Gene_607,0.654005
173,AML,Gene_646,0.327871
173,AML,Gene_650,0.833348
173,AML,Gene_781,0.980008
173,AML,Gene_816,0.140626
173,AML,Gene_818,0.021378
173,AML,Gene_84,0.036615
173,AML,Gene_850,0.951647
173,AML,Gene_916,0.464502
173,AML,Gene_969,0.517807
174,ALL,Gene_149,0.371021
174,ALL,Gene_187,0.339589
174,ALL,Gene_244,0.486024
174,ALL,Gene_285,0.886654
174,ALL,Gene_354,0.157883
174,ALL,Gene_366,0.998525
174,ALL,Gene_367,0.971168
174,ALL,Gene_482,0.079123
174,ALL,Gene_521,0.922813
174,ALL,Gene_588,0.680141
174,ALL,Gene_607,0.610804
174,ALL,Gene_646,0.968618
174,ALL,Gene_650,0.435825
174,ALL,Gene_781,0.107568
174,ALL,Gene_816,0.698861
174,ALL,Gene_818,0.371768
174,ALL,Gene_84,0.797509
174,ALL,Gene_850,0.996229
174,ALL,Gene_916,0.534533
174,ALL,Gene_969,0.966473
175,Healthy,Gene_149,0.319052
175,Healthy,Gene_187,0.95692
175,Healthy,Gene_244,0.020399
175,Healthy,Gene_285,0.108778
175,Healthy,Gene_354,0.905748
175,Healthy,Gene_366,0.426373
175,Healthy,Gene_367,0.965494
175,Healthy,Gene_482,0.756758
175,Healthy,Gene_521,0.688364
175,Healthy,Gene_588,0.717348
175,Healthy,Gene_607,0.635753
175,Healthy,Gene_646,0.535843
175,Healthy,Gene_650,0.458647
175,Healthy,Gene_781,0.223264
175,Healthy,Gene_816,0.878605
175,Healthy,Gene_818,0.130361
175,Healthy,Gene_84,0.567182
175,Healthy,Gene_850,0.010031
175,Healthy,Gene_916,0.154326
175,Healthy,Gene_969,0.590058
176,ALL,Gene_149,0.888076
176,ALL,Gene_187,0.520494
176,ALL,Gene_244,0.340432
176,ALL,Gene_285,0.222674
176,ALL,Gene_354,0.516654
176,ALL,Gene_366,0.89818
176,ALL,Gene_367,0.868918
176,ALL,Gene_482,0.475313
176,ALL,Gene_521,0.869429
176,ALL,Gene_588,0.928582
176,ALL,Gene_607,0.228665
176,ALL,Gene_646,0.429725
176,ALL,Gene_650,0.603347
176,ALL,Gene_781,0.401392
176,ALL,Gene_816,0.889459
176,ALL,Gene_818,0.602176
176,ALL,Gene_84,0.468255
176,ALL,Gene_850,0.196754
176,ALL,Gene_916,0.335108
176,ALL,Gene_969,0.118763
177,AML,Gene_149,0.989425
177,AML,Gene_187,0.20102
177,AML,Gene_244,0.186993
177,AML,Gene_285,0.091642
177,AML,Gene_354,0.078295
177,AML,Gene_366,0.207849
177,AML,Gene_367,0.342966
177,AML,Gene_482,0.445028
177,AML,Gene_521,0.573944
177,AML,Gene_588,0.815893
177,AML,Gene_607,0.792024
177,AML,Gene_646,0.283719
177,AML,Gene_650,0.161797
177,AML,Gene_781,0.982923
177,AML,Gene_816,0.459825
177,AML,Gene_818,0.897738
177,AML,Gene_84,0.550906
177,AML,Gene_850,0.861679
177,AML,Gene_916,0.609898
177,AML,Gene_969,0.293274
178,AML,Gene_149,0.046596
178,AML,Gene_187,0.969759
178,AML,Gene_244,0.571038
178,AML,Gene_285,0.499632
178,AML,Gene_354,0.070752
178,AML,Gene_366,0.928162
178,AML,Gene_367,0.542461
178,AML,Gene_482,0.428834
178,AML,Gene_521,0.080441
178,AML,Gene_588,0.88649
178,AML,Gene_607,0.104488
178,AML,Gene_646,0.999984
178,AML,Gene_650,0.940037
178,AML,Gene_781,0.469019
178,AML,Gene_816,0.992419
178,AML,Gene_818,0.66666
178,AML,Gene_84,0.219353
178,AML,Gene_850,0.463872
178,AML,Gene_916,0.155411
178,AML,Gene_969,0.247296
179,ALL,Gene_149,0.781642
179,ALL,Gene_187,0.557081
179,ALL,Gene_244,0.673457
179,ALL,Gene_285,0.063167
179,ALL,Gene_354,0.260891
179,ALL,Gene_366,0.750518
179,ALL,Gene_367,0.540258
179,ALL,Gene_482,0.510259
179,ALL,Gene_521,0.5871
179,ALL,Gene_588,0.943206
179,ALL,Gene_607,0.785419
179,ALL,Gene_646,0.875333
179,ALL,Gene_650,0.578286
179,ALL,Gene_781,0.354466
179,ALL,Gene_816,0.226135
179,ALL,Gene_818,0.836474
179,ALL,Gene_84,0.610659
179,ALL,Gene_850,0.740879
179,ALL,Gene_916,0.163524
179,ALL,Gene_969,0.689604
180,ALL,Gene_149,0.909219
180,ALL,Gene_187,0.07864
180,ALL,Gene_244,0.287626
180,ALL,Gene_285,0.977837
180,ALL,Gene_354,0.960647
180,ALL,Gene_366,0.396028
180,ALL,Gene_367,0.34129
180,ALL,Gene_482,0.962178
180,ALL,Gene_521,0.532541
180,ALL,Gene_588,0.863924
180,ALL,Gene_607,0.983283
180,ALL,Gene_646,0.281391
180,ALL,Gene_650,0.753532
180,ALL,Gene_781,0.909628
180,ALL,Gene_816,0.623382
180,ALL,Gene_818,0.017292
180,ALL,Gene_84,0.068789
180,ALL,Gene_850,0.029347
180,ALL,Gene_916,0.949376
180,ALL,Gene_969,0.321852
181,ALL,Gene_149,0.811789
181,ALL,Gene_187,0.427086
181,ALL,Gene_244,0.927838
181,ALL,Gene_285,0.523205
181,ALL,Gene_354,0.828546
181,ALL,Gene_366,0.70893
181,ALL,Gene_367,0.151676
181,ALL,Gene_482,0.463468
181,ALL,Gene_521,0.815668
181,ALL,Gene_588,0.761293
181,ALL,Gene_607,0.798519
181,ALL,Gene_646,0.636262
181,ALL,Gene_650,0.497992
181,ALL,Gene_781,0.621736
181,ALL,Gene_816,0.999715
181,ALL,Gene_818,0.809454
181,ALL,Gene_84,0.826558
181,ALL,Gene_850,0.255895
181,ALL,Gene_916,0.747585
181,ALL,Gene_969,0.524209
182,AML,Gene_149,0.870257
182,AML,Gene_187,0.576498
182,AML,Gene_244,0.816321
182,AML,Gene_285,0.787278
182,AML,Gene_354,0.923894
182,AML,Gene_366,0.909991
182,AML,Gene_367,0.739698
182,AML,Gene_482,0.98887
182,AML,Gene_521,0.442506
182,AML,Gene_588,0.965508
182,AML,Gene_607,0.526664
182,AML,Gene_646,0.616544
182,AML,Gene_650,0.631008
182,AML,Gene_781,0.034611
182,AML,Gene_816,0.285618
182,AML,Gene_818,0.214668
182,AML,Gene_84,0.321665
182,AML,Gene_850,0.179589
182,AML,Gene_916,0.378007
182,AML,Gene_969,0.197718
183,ALL,Gene_149,0.403562
183,ALL,Gene_187,0.284472
183,ALL,Gene_244,0.243579
183,ALL,Gene_285,0.846494
183,ALL,Gene_354,0.982533
183,ALL,Gene_366,0.880656
183,ALL,Gene_367,0.682745
183,ALL,Gene_482,0.794055
183,ALL,Gene_521,0.665892
183,ALL,Gene_588,0.545797
183,ALL,Gene_607,0.386974
183,ALL,Gene_646,0.873982
183,ALL,Gene_650,0.758299
183,ALL,Gene_781,0.780599
183,ALL,Gene_816,0.773362
183,ALL,Gene_818,0.884779
183,ALL,Gene_84,0.562528
183,ALL,Gene_850,0.747715
183,ALL,Gene_916,0.020975
183,ALL,Gene_969,0.061737
184,ALL,Gene_149,0.456417
184,ALL,Gene_187,0.236836
184,ALL,Gene_244,0.865937
184,ALL,Gene_285,0.275165
184,ALL,Gene_354,0.650575
184,ALL,Gene_366,0.21864
184,ALL,Gene_367,0.183619
184,ALL,Gene_482,0.740824
184,ALL,Gene_521,0.272954
184,ALL,Gene_588,0.439457
184,ALL,Gene_607,0.049199
184,ALL,Gene_646,0.379118
184,ALL,Gene_650,0.160634
184,ALL,Gene_781,0.890181
184,ALL,Gene_816,0.361413
184,ALL,Gene_818,0.812996
184,ALL,Gene_84,0.722507
184,ALL,Gene_850,0.310526
184,ALL,Gene_916,0.494892
184,ALL,Gene_969,0.307712
185,AML,Gene_149,0.989431
185,AML,Gene_187,0.506449
185,AML,Gene_244,0.179664
185,AML,Gene_285,0.910274
185,AML,Gene_354,0.480064
185,AML,Gene_366,0.29812
185,AML,Gene_367,0.559857
185,AML,Gene_482,0.962326
185,AML,Gene_521,0.888797
185,AML,Gene_588,0.305525
185,AML,Gene_607,0.255829
185,AML,Gene_646,0.267311
185,AML,Gene_650,0.304243
185,AML,Gene_781,0.418603
185,AML,Gene_816,0.329002
185,AML,Gene_818,0.248399
185,AML,Gene_84,0.976945
185,AML,Gene_850,0.240701
185,AML,Gene_916,0.200602
185,AML,Gene_969,0.562696
186,ALL,Gene_149,0.058781
186,ALL,Gene_187,0.925322
186,ALL,Gene_244,0.815519
186,ALL,Gene_285,0.075125
186,ALL,Gene_354,0.313905
186,ALL,Gene_366,0.58468
186,ALL,Gene_367,0.477697
186,ALL,Gene_482,0.521918
186,ALL,Gene_521,0.807548
186,ALL,Gene_588,0.856526
186,ALL,Gene_607,0.420974
186,ALL,Gene_646,0.743109
186,ALL,Gene_650,0.577728
186,ALL,Gene_781,0.767537
186,ALL,Gene_816,0.520647
186,ALL,Gene_818,0.171969
186,ALL,Gene_84,0.158028
186,ALL,Gene_850,0.352894
186,ALL,Gene_916,0.481866
186,ALL,Gene_969,0.479682
187,ALL,Gene_149,0.999129
187,ALL,Gene_187,0.20141
187,ALL,Gene_244,0.753835
187,ALL,Gene_285,0.882607
187,ALL,Gene_354,0.153201
187,ALL,Gene_366,0.959697
187,ALL,Gene_367,0.742024
187,ALL,Gene_482,0.045928
187,ALL,Gene_521,0.990202
187,ALL,Gene_588,0.264594
187,ALL,Gene_607,0.727309
187,ALL,Gene_646,0.58773
187,ALL,Gene_650,0.908954
187,ALL,Gene_781,0.168853
187,ALL,Gene_816,0.492351
187,ALL,Gene_818,0.366388
187,ALL,Gene_84,0.016042
187,ALL,Gene_850,0.771994
187,ALL,Gene_916,0.827508
187,ALL,Gene_969,0.127124
188,AML,Gene_149,0.434089
188,AML,Gene_187,0.115717
188,AML,Gene_244,0.726715
188,AML,Gene_285,0.508991
188,AML,Gene_354,0.103332
188,AML,Gene_366,0.05076
188,AML,Gene_367,0.777288
188,AML,Gene_482,0.738782
188,AML,Gene_521,0.354628
188,AML,Gene_588,0.201544
188,AML,Gene_607,0.451389
188,AML,Gene_646,0.935134
188,AML,Gene_650,0.657431
188,AML,Gene_781,0.243233
188,AML,Gene_816,0.696564
188,AML,Gene_818,0.323398
188,AML,Gene_84,0.693246
188,AML,Gene_850,0.434357
188,AML,Gene_916,0.041183
188,AML,Gene_969,0.205359
189,AML,Gene_149,0.043666
189,AML,Gene_187,0.887814
189,AML,Gene_244,0.95545
189,AML,Gene_285,0.509499
189,AML,Gene_354,0.827831
189,AML,Gene_366,0.250029
189,AML,Gene_367,0.03316
189,AML,Gene_482,0.718646
189,AML,Gene_521,0.354733
189,AML,Gene_588,0.519049
189,AML,Gene_607,0.599525
189,AML,Gene_646,0.55604
189,AML,Gene_650,0.429789
189,AML,Gene_781,0.551744
189,AML,Gene_816,0.151569
189,AML,Gene_818,0.05248
189,AML,Gene_84,0.250005
189,AML,Gene_850,0.487415
189,AML,Gene_916,0.005964
189,AML,Gene_969,0.995466
190,ALL,Gene_149,0.824828
190,ALL,Gene_187,0.768832
190,ALL,Gene_244,0.656891
190,ALL,Gene_285,0.550413
190,ALL,Gene_354,0.183739
190,ALL,Gene_366,0.511493
190,ALL,Gene_367,0.069046
190,ALL,Gene_482,0.543687
190,ALL,Gene_521,0.776204
190,ALL,Gene_588,0.513458
190,ALL,Gene_607,0.092172
190,ALL,Gene_646,0.451119
190,ALL,Gene_650,0.777056
190,ALL,Gene_781,0.354602
190,ALL,Gene_816,0.118283
190,ALL,Gene_818,0.471129
190,ALL,Gene_84,0.345076
190,ALL,Gene_850,0.479854
190,ALL,Gene_916,0.118071
190,ALL,Gene_969,0.95832
191,AML,Gene_149,0.457765
191,AML,Gene_187,0.315227
191,AML,Gene_244,0.374187
191,AML,Gene_285,0.684899
191,AML,Gene_354,0.355828
191,AML,Gene_366,0.64581
191,AML,Gene_367,0.51675
191,AML,Gene_482,0.911594
191,AML,Gene_521,0.851346
191,AML,Gene_588,0.31141
191,AML,Gene_607,0.727597
191,AML,Gene_646,0.824766
191,AML,Gene_650,0.005328
191,AML,Gene_781,0.000127
191,AML,Gene_816,0.5458
191,AML,Gene_818,0.350857
191,AML,Gene_84,0.638692
191,AML,Gene_850,0.079546
191,AML,Gene_916,0.533661
191,AML,Gene_969,0.656357
192,Healthy,Gene_149,0.823436
192,Healthy,Gene_187,0.050677
192,Healthy,Gene_244,0.741666
192,Healthy,Gene_285,0.303902
192,Healthy,Gene_354,0.272272
192,Healthy,Gene_366,0.96235
192,Healthy,Gene_367,0.656162
192,Healthy,Gene_482,0.679347
192,Healthy,Gene_521,0.728945
192,Healthy,Gene_588,0.566014
192,Healthy,Gene_607,0.483761
192,Healthy,Gene_646,0.732174
192,Healthy,Gene_650,0.19847
192,Healthy,Gene_781,0.219167
192,Healthy,Gene_816,0.873305
192,Healthy,Gene_818,0.421457
192,Healthy,Gene_84,0.540038
192,Healthy,Gene_850,0.437387
192,Healthy,Gene_916,0.626724
192,Healthy,Gene_969,0.255696
193,ALL,Gene_149,0.623446
193,ALL,Gene_187,0.288129
193,ALL,Gene_244,0.279485
193,ALL,Gene_285,0.88071
193,ALL,Gene_354,0.352912
193,ALL,Gene_366,0.824568
193,ALL,Gene_367,0.797715
193,ALL,Gene_482,0.549171
193,ALL,Gene_521,0.585645
193,ALL,Gene_588,0.128914
193,ALL,Gene_607,0.096782
193,ALL,Gene_646,0.947909
193,ALL,Gene_650,0.34913
193,ALL,Gene_781,0.689436
193,ALL,Gene_816,0.349677
193,ALL,Gene_818,0.793931
193,ALL,Gene_84,0.151758
193,ALL,Gene_850,0.374435
193,ALL,Gene_916,0.773703
193,ALL,Gene_969,0.284335
194,AML,Gene_149,0.909642
194,AML,Gene_187,0.75674
194,AML,Gene_244,0.960067
194,AML,Gene_285,0.516115
194,AML,Gene_354,0.935578
194,AML,Gene_366,0.944028
194,AML,Gene_367,0.83643
194,AML,Gene_482,0.20556
194,AML,Gene_521,0.991124
194,AML,Gene_588,0.020839
194,AML,Gene_607,0.093172
194,AML,Gene_646,0.520642
194,AML,Gene_650,0.122096
194,AML,Gene_781,0.78838
194,AML,Gene_816,0.747055
194,AML,Gene_818,0.384118
194,AML,Gene_84,0.640812
194,AML,Gene_850,0.208044
194,AML,Gene_916,0.732799
194,AML,Gene_969,0.403557
195,AML,Gene_149,0.674496
195,AML,Gene_187,0.438039
195,AML,Gene_244,0.040406
195,AML,Gene_285,0.2262
195,AML,Gene_354,0.294579
195,AML,Gene_366,0.584993
195,AML,Gene_367,0.980433
195,AML,Gene_482,0.546765
195,AML,Gene_521,0.355008
195,AML,Gene_588,0.51783
195,AML,Gene_607,0.927809
195,AML,Gene_646,0.036997
195,AML,Gene_650,0.558091
195,AML,Gene_781,0.353471
195,AML,Gene_816,0.13351
195,AML,Gene_818,0.587697
195,AML,Gene_84,0.462465
195,AML,Gene_850,0.173298
195,AML,Gene_916,0.568394
195,AML,Gene_969,0.413393
196,ALL,Gene_149,0.671365
196,ALL,Gene_187,0.108176
196,ALL,Gene_244,0.129882
196,ALL,Gene_285,0.708384
196,ALL,Gene_354,0.698706
196,ALL,Gene_366,0.963848
196,ALL,Gene_367,0.481265
196,ALL,Gene_482,0.872535
196,ALL,Gene_521,0.503343
196,ALL,Gene_588,0.504217
196,ALL,Gene_607,0.893001
196,ALL,Gene_646,0.695043
196,ALL,Gene_650,0.601773
196,ALL,Gene_781,0.991914
196,ALL,Gene_816,0.085905
196,ALL,Gene_818,0.353521
196,ALL,Gene_84,0.425739
196,ALL,Gene_850,0.507051
196,ALL,Gene_916,0.64008
196,ALL,Gene_969,0.125805
197,ALL,Gene_149,0.0
197,ALL,Gene_187,0.413228
197,ALL,Gene_244,0.925559
197,ALL,Gene_285,0.482391
197,ALL,Gene_354,0.27395
197,ALL,Gene_366,0.280066
197,ALL,Gene_367,0.452206
197,ALL,Gene_482,0.669609
197,ALL,Gene_521,0.625683
197,ALL,Gene_588,0.662918
197,ALL,Gene_607,0.323507
197,ALL,Gene_646,0.281357
197,ALL,Gene_650,0.678113
197,ALL,Gene_781,0.322288
197,ALL,Gene_816,0.774781
197,ALL,Gene_818,0.891613
197,ALL,Gene_84,0.808831
197,ALL,Gene_850,0.74064
197,ALL,Gene_916,0.527204
197,ALL,Gene_969,0.971329
198,AML,Gene_149,0.808322
198,AML,Gene_187,0.824743
198,AML,Gene_244,0.946966
198,AML,Gene_285,0.198259
198,AML,Gene_354,0.530811
198,AML,Gene_366,0.564081
198,AML,Gene_367,0.836298
198,AML,Gene_482,0.228992
198,AML,Gene_521,0.605497
198,AML,Gene_588,0.485977
198,AML,Gene_607,0.898339
198,AML,Gene_646,0.858069
198,AML,Gene_650,0.413409
198,AML,Gene_781,0.088766
198,AML,Gene_816,0.258819
198,AML,Gene_818,0.883818
198,AML,Gene_84,0.188127
198,AML,Gene_850,0.458356
198,AML,Gene_916,0.605035
198,AML,Gene_969,0.303021
199,AML,Gene_149,0.307828
199,AML,Gene_187,0.690723
199,AML,Gene_244,0.422676
199,AML,Gene_285,0.855343
199,AML,Gene_354,0.67636
199,AML,Gene_366,0.347579
199,AML,Gene_367,0.978077
199,AML,Gene_482,0.737399
199,AML,Gene_521,0.180221
199,AML,Gene_588,0.771158
199,AML,Gene_607,0.781741
199,AML,Gene_646,0.302137
199,AML,Gene_650,0.593903
199,AML,Gene_781,0.413464
199,AML,Gene_816,0.71177
199,AML,Gene_818,0.751901
199,AML,Gene_84,0.306379
199,AML,Gene_850,0.304496
199,AML,Gene_916,0.83927
199,AML,Gene_969,0.848476
200,AML,Gene_149,0.989922
200,AML,Gene_187,0.879203
200,AML,Gene_244,0.543079
200,AML,Gene_285,0.594866
200,AML,Gene_354,0.142223
200,AML,Gene_366,0.060543
200,AML,Gene_367,0.19785
200,AML,Gene_482,0.877135
200,AML,Gene_521,0.507483
200,AML,Gene_588,0.293095
200,AML,Gene_607,0.115575
200,AML,Gene_646,0.450046
200,AML,Gene_650,0.187575
200,AML,Gene_781,0.593152
200,AML,Gene_816,0.435421
200,AML,Gene_818,0.237392
200,AML,Gene_84,0.374127
200,AML,Gene_850,0.822105
200,AML,Gene_916,0.442251
200,AML,Gene_969,0.498672
201,AML,Gene_149,0.681431
201,AML,Gene_187,0.897051
201,AML,Gene_244,0.426605
201,AML,Gene_285,0.450425
201,AML,Gene_354,0.306975
201,AML,Gene_366,0.859833
201,AML,Gene_367,0.146445
201,AML,Gene_482,0.46406
201,AML,Gene_521,0.058532
201,AML,Gene_588,0.58255
201,AML,Gene_607,0.22949
201,AML,Gene_646,0.229148
201,AML,Gene_650,0.167451
201,AML,Gene_781,0.917702
201,AML,Gene_816,0.49233
201,AML,Gene_818,0.64732
201,AML,Gene_84,0.625073
201,AML,Gene_850,0.736974
201,AML,Gene_916,0.620695
201,AML,Gene_969,0.040024
202,AML,Gene_149,0.468508
202,AML,Gene_187,0.929849
202,AML,Gene_244,0.804724
202,AML,Gene_285,0.410427
202,AML,Gene_354,0.567422
202,AML,Gene_366,0.358579
202,AML,Gene_367,0.894437
202,AML,Gene_482,0.506274
202,AML,Gene_521,0.815626
202,AML,Gene_588,0.444344
202,AML,Gene_607,0.22996
202,AML,Gene_646,0.802806
202,AML,Gene_650,0.818462
202,AML,Gene_781,0.953983
202,AML,Gene_816,0.808175
202,AML,Gene_818,0.646542
202,AML,Gene_84,0.605448
202,AML,Gene_850,0.37664
202,AML,Gene_916,0.452242
202,AML,Gene_969,0.986906
203,Healthy,Gene_149,0.479558
203,Healthy,Gene_187,0.084016
203,Healthy,Gene_244,0.614636
203,Healthy,Gene_285,0.343
203,Healthy,Gene_354,0.567178
203,Healthy,Gene_366,0.770306
203,Healthy,Gene_367,0.717048
203,Healthy,Gene_482,0.056999
203,Healthy,Gene_521,0.618206
203,Healthy,Gene_588,0.360301
203,Healthy,Gene_607,0.955043
203,Healthy,Gene_646,0.561555
203,Healthy,Gene_650,0.07165
203,Healthy,Gene_781,0.024886
203,Healthy,Gene_816,0.023756
203,Healthy,Gene_818,0.621396
203,Healthy,Gene_84,0.292153
203,Healthy,Gene_850,0.120591
203,Healthy,Gene_916,0.706504
203,Healthy,Gene_969,0.982715
204,ALL,Gene_149,0.329124
204,ALL,Gene_187,0.162995
204,ALL,Gene_244,0.482963
204,ALL,Gene_285,0.306146
204,ALL,Gene_354,0.810071
204,ALL,Gene_366,0.046739
204,ALL,Gene_367,0.666241
204,ALL,Gene_482,0.026997
204,ALL,Gene_521,0.029197
204,ALL,Gene_588,0.375814
204,ALL,Gene_607,0.448836
204,ALL,Gene_646,0.753399
204,ALL,Gene_650,0.53818
204,ALL,Gene_781,0.225064
204,ALL,Gene_816,0.320319
204,ALL,Gene_818,0.634834
204,ALL,Gene_84,0.136879
204,ALL,Gene_850,0.168222
204,ALL,Gene_916,0.841337
204,ALL,Gene_969,0.330347
205,Healthy,Gene_149,0.148798
205,Healthy,Gene_187,0.212489
205,Healthy,Gene_244,0.598811
205,Healthy,Gene_285,0.819161
205,Healthy,Gene_354,0.341565
205,Healthy,Gene_366,0.069715
205,Healthy,Gene_367,0.092674
205,Healthy,Gene_482,0.838931
205,Healthy,Gene_521,0.18645
205,Healthy,Gene_588,0.605115
205,Healthy,Gene_607,0.632109
205,Healthy,Gene_646,0.808745
205,Healthy,Gene_650,0.862408
205,Healthy,Gene_781,0.880984
205,Healthy,Gene_816,0.470475
205,Healthy,Gene_818,0.807875
205,Healthy,Gene_84,0.022218
205,Healthy,Gene_850,0.420143
205,Healthy,Gene_916,0.452135
205,Healthy,Gene_969,0.141671
206,ALL,Gene_149,0.013425
206,ALL,Gene_187,0.17448
206,ALL,Gene_244,0.006372
206,ALL,Gene_285,0.750314
206,ALL,Gene_354,0.191589
206,ALL,Gene_366,0.467322
206,ALL,Gene_367,0.415942
206,ALL,Gene_482,0.250667
206,ALL,Gene_521,0.230886
206,ALL,Gene_588,0.91667
206,ALL,Gene_607,0.137736
206,ALL,Gene_646,0.778823
206,ALL,Gene_650,0.90204
206,ALL,Gene_781,0.288155
206,ALL,Gene_816,0.635875
206,ALL,Gene_818,0.23937
206,ALL,Gene_84,0.750974
206,ALL,Gene_850,0.980983
206,ALL,Gene_916,0.991011
206,ALL,Gene_969,0.301483
207,AML,Gene_149,0.100648
207,AML,Gene_187,0.345347
207,AML,Gene_244,0.338537
207,AML,Gene_285,0.552866
207,AML,Gene_354,0.368509
207,AML,Gene_366,0.998293
207,AML,Gene_367,0.719553
207,AML,Gene_482,0.734205
207,AML,Gene_521,0.128335
207,AML,Gene_588,0.444005
207,AML,Gene_607,0.232304
207,AML,Gene_646,0.040019
207,AML,Gene_650,0.8037
207,AML,Gene_781,0.651373
207,AML,Gene_816,0.688058
207,AML,Gene_818,0.719909
207,AML,Gene_84,0.557024
207,AML,Gene_850,0.260434
207,AML,Gene_916,0.634008
207,AML,Gene_969,0.954144
208,AML,Gene_149,0.104443
208,AML,Gene_187,0.871195
208,AML,Gene_244,0.910819
208,AML,Gene_285,0.177622
208,AML,Gene_354,0.914497
208,AML,Gene_366,0.822442
208,AML,Gene_367,0.929929
208,AML,Gene_482,0.883201
208,AML,Gene_521,0.898492
208,AML,Gene_588,0.113542
208,AML,Gene_607,0.432583
208,AML,Gene_646,0.359842
208,AML,Gene_650,0.220258
208,AML,Gene_781,0.427362
208,AML,Gene_816,0.87288
208,AML,Gene_818,0.973928
208,AML,Gene_84,0.383946
208,AML,Gene_850,0.23556
208,AML,Gene_916,0.27579
208,AML,Gene_969,0.018462
209,AML,Gene_149,0.758957
209,AML,Gene_187,0.895969
209,AML,Gene_244,0.424648
209,AML,Gene_285,0.080986
209,AML,Gene_354,0.796538
209,AML,Gene_366,0.743577
209,AML,Gene_367,0.121004
209,AML,Gene_482,0.468922
209,AML,Gene_521,0.382195
209,AML,Gene_588,0.487077
